brand,vehiclemodel,manufacturingyear,type,rating,color,duty,fuel,cylindercount,type_of_gear,capacity,turbo,odometer,airbags,price
hyundai,h1,2014.0,universal,1.0,other,781.0,diesel,4.0,auto,2.5,no,206211.0,4.0,24571.0
bmw,528,1992.0,sedan,2.0,jet black,3604.0,gas,6.0,auto,2.8,no,1000.0,2.0,17249.0
toyota,aqua,2014.0,hatchback,7.0,pearl white,1817.0,hybrid,4.0,auto,1.5,no,12800.0,4.0,16308.0
subaru,xv,2014.0,sedan,3.0,pearl white,333.0,hybrid,4.0,auto,2,no,270472.0,0.0,15681.0
toyota,prius,2010.0,sedan,1.0,crimson,684.0,hybrid,14.0,auto,1.8,no,141000.0,8.0,13500.0
chevrolet,captiva,2016.0,jeep,4.0,other,891.0,diesel,0.0,auto,2,no,54.0,4.0,38445.0
volkswagen,golf 1.8,2000.0,hatchback,2.0,other,1547.0,gas,4.0,auto,1.8,no,190000.0,4.0,4391.0
toyota,camry se,2015.0,sedan,2.0,jet black,456.0,hybrid,6.0,auto,2.5,no,141000.0,10.0,24775.0
toyota,rav 4,2015.0,jeep,0.0,charcoal,11091.0,gas,4.0,auto,2.5,no,60677.0,12.0,9565.0
toyota,camry se,2014.0,sedan,2.0,other,777.0,gas,4.0,auto,2.5,no,52000.0,12.0,27284.0
mercedes-benz,s 550,2004.0,sedan,3.0,other,2148.0,gas,8.0,auto,5.5,no,149434.0,12.0,4391.0
hyundai,h1,2014.0,minivan,1.0,jet black,777.0,diesel,0.0,auto,2.5,no,120.0,4.0,30583.0
hyundai,elantra,2011.0,sedan,0.0,pearl white,583.0,gas,4.0,auto,1.6,no,127500.0,4.0,14454.0
toyota,prius,2007.0,hatchback,2.0,other,930.0,hybrid,4.0,auto,1.6,no,182400.0,6.0,13799.0
honda,fit,2009.0,hatchback,3.0,other,527.0,gas,4.0,auto,1.3,no,185000.0,6.0,8781.0
subaru,outback.,2012.0,hatchback,3.0,jet black,2056.0,gas,4.0,auto,2.5,no,110000.0,10.0,12231.0
toyota,vitz,2005.0,sedan,3.0,jet black,876.0,gas,4.0,auto,1,no,137000.0,2.0,9408.0
toyota,prius,2007.0,hatchback,1.0,pearl white,930.0,gas,4.0,auto,1.5,no,0.0,12.0,12544.0
nissan,juke,2011.0,jeep,3.0,jet black,583.0,gas,4.0,auto,1.6,yes,112000.0,6.0,19444.0
toyota,camry,2014.0,sedan,0.0,metallic,779.0,gas,4.0,auto,2.5,no,0.0,12.0,1646.0
hyundai,h1.,2014.0,minivan,0.0,other,9223.0,diesel,4.0,auto,2.5,no,169109.0,4.0,35902.0
bmw,535,2012.0,sedan,1.0,charcoal,919.0,gas,6.0,auto,3.0,yes,104000.0,12.0,28225.0
mercedes-benz,sprinter,2003.0,microbus,3.0,other,1832.0,diesel,5.0,auto,2.7,yes,116000.0,4.0,30734.0
nissan,micra.,2000.0,coupe,1.0,emerald green,1787.0,gas,4.0,manual,1,no,300000.0,2.0,4547.0
mercedes-benz,s 430,2000.0,sedan,3.0,metallic,2065.0,gas,8.0,auto,4.3,no,0.0,0.0,9408.0
ssangyong,rexton,2011.0,jeep,2.0,metallic,640.0,diesel,4.0,auto,2,no,97000.0,4.0,38251.0
nissan,rogue.,2016.0,jeep,4.0,jet black,1091.0,gas,4.0,auto,2.5,no,108195.0,12.0,1960.0
daewoo,lacetti.,2004.0,sedan,3.0,other,687.0,diesel,4.0,auto,1.6,no,75840.0,4.0,7056.0
bmw,x6,2009.0,jeep,4.0,charcoal,2956.0,gas,16.0,auto,3.5,yes,152000.0,16.0,39829.0
hyundai,elantra,2015.0,sedan,3.0,other,629.0,diesel,4.0,auto,1.6,no,52313.0,4.0,19864.0
toyota,camry,2015.0,sedan,1.0,pearl white,934.0,gas,4.0,auto,2.5,no,50000.0,12.0,32302.0
opel,zafira,2010.0,minivan,3.0,metallic,724.0,diesel,4.0,manual,0,no,176000.0,10.0,13799.0
toyota,aqua s.,2013.0,other,3.0,other,1667.0,hybrid,4.0,auto,1.5,no,117000.0,6.0,10036.0
ford,transit,2007.0,microbus,4.0,pearl white,4640.0,diesel,4.0,manual,2,no,330000.0,0.0,7840.0
hyundai,sonata.,2013.0,sedan,2.0,sapphire blue,751.0,hybrid,4.0,auto,2.4,no,216208.0,0.0,11710.0
hyundai,sonata.,2014.0,sedan,4.0,metallic,639.0,gas,14.0,auto,2,no,346470.0,4.0,11604.0
opel,vectra,1997.0,sedan,1.0,other,1596.0,gas,4.0,manual,1.6,no,266342.0,2.0,8154.0
chevrolet,sonic,2012.0,hatchback,4.0,other,586.0,gas,4.0,manual,1.8,no,130000.0,4.0,12544.0
bmw,x5,2012.0,jeep,1.0,pearl white,919.0,diesel,6.0,auto,3,no,103458.0,0.0,8154.0
hyundai,elantra,2012.0,sedan,2.0,metallic,531.0,gas,4.0,auto,1.6,no,132421.0,4.0,20005.0
bmw,535,2011.0,sedan,3.0,metallic,1018.0,gas,16.0,auto,3,no,128086.0,0.0,17249.0
hyundai,elantra,2011.0,sedan,4.0,other,583.0,gas,14.0,auto,1.6,no,87210.0,4.0,18826.0
ford,c-max,2014.0,hatchback,1.0,crimson,1789.0,hybrid,4.0,auto,2,no,65000.0,8.0,23207.0
toyota,camry,2013.0,sedan,7.0,other,1540.0,hybrid,4.0,auto,2.5,no,126018.0,12.0,22580.0
vaz,2106,1984.0,sedan,3.0,pearl white,556.0,gas,4.0,manual,1.3,no,0.0,0.0,3500.0
ford,escape,2011.0,jeep,1.0,other,1018.0,gas,6.0,auto,3,no,104000.0,6.0,16621.0
mercedes-benz,e 350,2010.0,sedan,1.0,jet black,1399.0,diesel,6.0,auto,3.5,no,189530.0,12.0,12388.0
bmw,318,1995.0,coupe,0.0,jet black,1529.0,gas,4.0,manual,1.8,no,545654.0,4.0,5000.0
kia,avella,2013.0,sedan,3.0,pearl white,640.0,gas,4.0,auto,2,no,265618.0,12.0,1176.0
mercedes-benz,s 550.,2012.0,sedan,0.0,other,1363.0,gas,8.0,auto,4.6,no,156043.0,12.0,6586.0
bmw,535.,2009.0,sedan,2.0,charcoal,1018.0,gas,6.0,auto,3,no,249600.0,12.0,23521.0
ssangyong,rexton,2015.0,jeep,0.0,jet black,765.0,diesel,4.0,auto,2,no,110000.0,4.0,42667.0
toyota,prius,2008.0,hatchback,3.0,jet black,1444.0,hybrid,0.0,auto,0,no,291.0,8.0,13485.0
hyundai,santa fe,2010.0,jeep,1.0,other,911.0,diesel,4.0,auto,2.2,no,115505.0,4.0,23734.0
mercedes-benz,c 220.,1999.0,sedan,0.0,other,2065.0,diesel,4.0,manual,2.2,yes,1111.0,6.0,8467.0
toyota,corolla,2014.0,sedan,1.0,pearl white,1990.0,gas,0.0,auto,1.8,no,127.0,6.0,18817.0
honda,elysion,2006.0,minivan,9.0,pearl white,2209.0,gas,0.0,auto,2.4,no,132.0,2.0,15053.0
chevrolet,captiva,2007.0,jeep,4.0,metallic,1282.0,diesel,0.0,auto,2,no,68.0,4.0,6144.0
hyundai,elantra,2011.0,sedan,4.0,metallic,585.0,gas,4.0,auto,1.8,no,89000.0,8.0,14113.0
subaru,forester,2012.0,jeep,2.0,crimson,934.0,gas,4.0,auto,2.5,no,93170.0,0.0,12858.0
nissan,micra,1997.0,sedan,2.0,other,1787.0,gas,4.0,manual,0,no,2888.0,2.0,4038.0
mercedes-benz,e 350,2010.0,sedan,1.0,other,919.0,diesel,6.0,auto,3,no,171221.0,12.0,9565.0
honda,cr-v,2002.0,jeep,6.0,chocolate,831.0,gas,4.0,auto,2.4,no,116000.0,12.0,21500.0
toyota,prius,2013.0,sedan,6.0,charcoal,585.0,hybrid,4.0,auto,1.8,no,98000.0,12.0,20385.0
hyundai,santa fe,2014.0,jeep,1.0,charcoal,9361.0,diesel,4.0,auto,2,no,163472.0,4.0,40983.0
bmw,525,1994.0,sedan,1.0,metallic,1822.0,gas,6.0,manual,0,no,7777787.0,10.0,13485.0
hyundai,elantra,2011.0,sedan,1.0,pearl white,530.0,gas,4.0,auto,1.6,no,130000.0,4.0,18679.0
ssangyong,korando,2011.0,jeep,4.0,metallic,707.0,diesel,14.0,auto,2,no,201494.0,4.0,17484.0
ford,fusion,2013.0,sedan,1.0,jet black,640.0,gas,4.0,auto,2,no,87579.0,0.0,18817.0
ssangyong,rexton.,2013.0,jeep,4.0,metallic,640.0,diesel,0.0,auto,2,no,169.0,4.0,27889.0
volkswagen,golf,1988.0,hatchback,2.0,other,685.0,gas,0.0,manual,1.6,no,154.0,2.0,7213.0
hyundai,h1.,2016.0,minivan,1.0,charcoal,1091.0,diesel,4.0,auto,2.5,no,61000.0,4.0,42152.0
toyota,vitz.,1997.0,hatchback,6.0,other,1236.0,gas,4.0,auto,1.3,no,125000.0,2.0,8467.0
toyota,camry.,2013.0,sedan,2.0,other,1211.0,gas,4.0,auto,0,no,130000.0,12.0,18817.0
nissan,kicks,2018.0,jeep,0.0,charcoal,9120.0,gas,4.0,auto,1.6,no,4363.0,0.0,25089.0
toyota,prius,2007.0,sedan,7.0,metallic,988.0,hybrid,4.0,auto,1.5,no,0.0,10.0,10976.0
bmw,x1.,2013.0,jeep,3.0,other,640.0,gas,0.0,auto,2.0,yes,10.0,12.0,28852.0
daewoo,lacetti.,2009.0,sedan,1.0,jet black,790.0,gas,4.0,auto,1.6,no,107125.0,4.0,5802.0
hyundai,elantra,2017.0,sedan,5.0,other,831.0,gas,4.0,auto,1.6,no,32510.0,4.0,21730.0
bmw,x5,1999.0,jeep,3.0,other,1770.0,gas,6.0,auto,4.4,no,7789999.0,0.0,15681.0
hyundai,sonata,2015.0,sedan,3.0,tangerine,9235.0,gas,4.0,auto,2,no,536315.0,4.0,9722.0
hyundai,tucson,2016.0,jeep,1.0,jet black,639.0,diesel,4.0,auto,2,no,103755.0,4.0,28303.0
hyundai,h1,2009.0,minivan,2.0,lemon yellow,7061.0,diesel,0.0,auto,0,no,114.0,4.0,15329.0
toyota,camry.,2013.0,sedan,2.0,jet black,394.0,hybrid,4.0,auto,2.5,no,179381.0,12.0,11133.0
toyota,prius c ჰიბრიდი.,2013.0,hatchback,3.0,emerald green,502.0,hybrid,0.0,auto,1.5,no,11.0,12.0,19444.0
mercedes-benz,e 320.,1997.0,sedan,5.0,jet black,2065.0,gas,6.0,auto,3.2,no,228000.0,10.0,16308.0
hyundai,elantra,2011.0,sedan,4.0,pearl white,583.0,gas,4.0,auto,1.6,no,158000.0,4.0,18798.0
toyota,camry.,2012.0,sedan,3.0,other,781.0,hybrid,4.0,auto,0,no,156518.0,12.0,3607.0
toyota,chr,2018.0,jeep,2.0,charcoal,1079.0,gas,0.0,auto,2,no,22.0,12.0,2195.0
ford,fusion,2009.0,sedan,1.0,jet black,1185.0,hybrid,0.0,auto,2.5,no,264.0,8.0,12544.0
mercedes-benz,clk 270,2002.0,other,4.0,sapphire blue,2065.0,diesel,5.0,auto,2.7,yes,294000.0,0.0,9408.0
volkswagen,jetta,2008.0,sedan,1.0,metallic,639.0,diesel,4.0,auto,2,no,82392.0,12.0,1568.0
toyota,prius,2012.0,hatchback,4.0,metallic,591.0,hybrid,4.0,auto,0,no,117900.0,8.0,19130.0
ford,fiesta,2017.0,hatchback,3.0,jet black,831.0,gas,4.0,auto,1.6,no,53000.0,6.0,18189.0
toyota,ipsum,2002.0,minivan,5.0,metallic,1667.0,hybrid,4.0,auto,0,no,200000.0,2.0,9408.0
hyundai,sonata.,2011.0,sedan,4.0,other,707.0,gas,4.0,auto,0,no,169765.0,12.0,3607.0
hyundai,elantra,2018.0,sedan,4.0,crimson,908.0,gas,4.0,auto,2,no,48171.0,12.0,15464.0
ford,transit.,2000.0,goods wagon,1.0,other,1557.0,diesel,4.0,manual,2.5,yes,270000.0,1.0,11290.0
bmw,328,2013.0,sedan,0.0,charcoal,862.0,gas,14.0,auto,2.0,yes,145000.0,4.0,28852.0
toyota,avalon,2017.0,sedan,2.0,jet black,579.0,hybrid,4.0,auto,2.5,no,91000.0,12.0,37633.0
ford,escape,2008.0,jeep,3.0,metallic,2607.0,gas,4.0,auto,0,no,98000.0,8.0,28225.0
mercedes-benz,clk 230,1998.0,coupe,4.0,other,2065.0,gas,6.0,manual,2.3,yes,301000.0,5.0,6899.0
toyota,camry,2014.0,sedan,1.0,other,2048.0,gas,4.0,auto,0,no,214184.0,12.0,11340.0
nissan,sentra,2015.0,sedan,2.0,other,697.0,gas,4.0,auto,1.8,no,31973.0,12.0,2430.0
suzuki,kizashi,2009.0,sedan,2.0,jet black,966.0,gas,0.0,auto,2.4,no,123.0,10.0,5959.0
mercedes-benz,c 280,2006.0,sedan,3.0,jet black,2065.0,gas,6.0,auto,3,no,135000.0,10.0,15053.0
other,nx 300,2014.0,jeep,2.0,pearl white,8924.0,gas,0.0,auto,2,no,1.0,12.0,16268.0
daewoo,lacetti.,2010.0,sedan,5.0,jet black,10761.0,gas,4.0,auto,1.8,no,46527.0,4.0,10192.0
hyundai,tucson,2011.0,jeep,2.0,other,707.0,diesel,4.0,auto,2,no,144096.0,4.0,23207.0
hyundai,elantra,2012.0,sedan,0.0,jet black,2599.0,gas,4.0,auto,1.8,no,122000.0,8.0,17562.0
hyundai,elantra,2016.0,sedan,4.0,jet black,891.0,gas,4.0,auto,2,no,88000.0,12.0,25089.0
honda,fit.,2017.0,hatchback,3.0,metallic,10784.0,gas,4.0,auto,1.5,no,42642.0,4.0,23659.0
mercedes-benz,b 170,2008.0,hatchback,0.0,jet black,2065.0,gas,4.0,auto,1.7,no,120000.0,11.0,14740.0
audi,a4,2010.0,sedan,5.0,other,1480.0,gas,4.0,manual,2.0,yes,192000.0,10.0,15681.0
hyundai,elantra,2007.0,sedan,1.0,jet black,960.0,diesel,4.0,auto,0,no,48606.0,4.0,5959.0
mercedes-benz,e 350,2008.0,sedan,0.0,jet black,1598.0,diesel,0.0,auto,3,no,175.0,12.0,1568.0
hyundai,h1.,2016.0,minivan,6.0,jet black,1091.0,diesel,4.0,auto,2.5,no,61057.0,4.0,45734.0
nissan,juke,2015.0,jeep,2.0,sapphire blue,10629.0,gas,14.0,auto,1.6,no,103358.0,0.0,3607.0
hyundai,sonata,2010.0,sedan,0.0,other,836.0,gas,4.0,auto,2,no,193486.0,4.0,13626.0
nissan,versa,2011.0,hatchback,0.0,jet black,2870.0,gas,0.0,auto,1.8,no,53.0,2.0,24891.0
honda,cr-v,1998.0,jeep,2.0,jet black,803.0,gas,4.0,auto,2,no,282099.0,0.0,6899.0
mercedes-benz,e 320.,2000.0,sedan,1.0,jet black,2065.0,gas,0.0,auto,3.2,no,111.0,6.0,7840.0
volkswagen,passat.,2003.0,sedan,3.0,other,584.0,gas,0.0,auto,1.8,yes,65.0,8.0,15994.0
chevrolet,cruze,2009.0,sedan,3.0,pearl white,876.0,gas,4.0,auto,1.8,no,67293.0,4.0,12546.0
mazda,mazda 5,2013.0,other,2.0,pearl white,2958.0,gas,4.0,auto,2.5,no,143564.0,8.0,18346.0
honda,civic.,1991.0,coupe,0.0,crimson,817.0,gas,4.0,auto,1.4,no,200000.0,2.0,5018.0
hyundai,h1,2014.0,minivan,3.0,other,777.0,diesel,4.0,auto,2.5,no,120309.0,4.0,30583.0
hyundai,sonata.,2015.0,sedan,0.0,other,765.0,hybrid,4.0,auto,0,no,283593.0,4.0,14909.0
hyundai,elantra,2012.0,sedan,3.0,metallic,2599.0,gas,4.0,auto,1.6,no,147718.0,4.0,20005.0
hyundai,tucson,2016.0,jeep,3.0,metallic,1017.0,diesel,4.0,auto,2,no,63433.0,4.0,45210.0
toyota,tundra,2014.0,sedan,2.0,pearl white,11659.0,gas,8.0,auto,5.7,no,0.0,12.0,4726.0
toyota,camry.,2015.0,sedan,4.0,other,838.0,hybrid,6.0,auto,2.5,no,163000.0,0.0,31361.0
honda,accord,2015.0,sedan,3.0,jet black,10900.0,gas,4.0,auto,2.4,no,129779.0,12.0,8781.0
toyota,rav 4.,2007.0,jeep,1.0,charcoal,779.0,gas,4.0,auto,2.5,no,193960.0,12.0,5018.0
lexus,gx 470,2008.0,jeep,4.0,other,4111.0,gas,8.0,auto,4.7,no,146000.0,8.0,35438.0
chevrolet,aveo,2009.0,sedan,1.0,other,790.0,gas,4.0,auto,1.6,no,58000.0,7.0,10349.0
chevrolet,impala,2016.0,sedan,4.0,metallic,1533.0,gas,4.0,auto,3.6,no,101812.0,4.0,46891.0
chevrolet,cruze.,2012.0,sedan,3.0,other,586.0,gas,4.0,auto,1.8,no,129023.0,12.0,12032.0
toyota,prius,2010.0,sedan,5.0,other,684.0,gas,4.0,auto,1.5,no,150000.0,8.0,14113.0
hyundai,elantra,2010.0,sedan,1.0,jet black,10687.0,gas,4.0,auto,1.6,no,100230.0,4.0,18240.0
nissan,altima,2015.0,sedan,3.0,pearl white,934.0,gas,4.0,auto,2.5,no,124403.0,12.0,1490.0
renault,megane,2011.0,goods wagon,1.0,other,2668.0,diesel,14.0,manual,1.5,yes,210000.0,8.0,15681.0
opel,corsa,1995.0,hatchback,4.0,metallic,742.0,diesel,4.0,manual,1.3,no,169000.0,8.0,9722.0
hyundai,genesis,2010.0,coupe,1.0,pearl white,836.0,gas,4.0,auto,2,no,191263.0,4.0,16756.0
toyota,prius,2004.0,hatchback,1.0,crimson,761.0,hybrid,4.0,auto,0,no,119000.0,8.0,10036.0
subaru,xv.,2013.0,jeep,2.0,metallic,9360.0,gas,14.0,auto,2,no,112000.0,0.0,17249.0
nissan,juke,2015.0,jeep,2.0,metallic,10629.0,gas,4.0,auto,1.6,yes,74000.0,10.0,23207.0
mazda,mazda 6 touring,2017.0,sedan,2.0,jet black,11249.0,gas,4.0,auto,2.5,no,31694.0,10.0,26971.0
honda,civic.,2008.0,sedan,0.0,pearl white,1079.0,gas,4.0,auto,2,no,0.0,4.0,38213.0
hyundai,sonata,2014.0,sedan,1.0,metallic,639.0,gas,4.0,auto,2,no,377942.0,4.0,9938.0
ssangyong,korando,2012.0,jeep,6.0,jet black,642.0,diesel,4.0,auto,2,no,143265.0,4.0,21357.0
toyota,avalon limited,2017.0,sedan,1.0,other,579.0,hybrid,4.0,auto,2.5,no,57200.0,12.0,42337.0
chevrolet,cruze.,2014.0,sedan,0.0,other,473.0,gas,4.0,auto,1.4,no,52000.0,8.0,9095.0
chevrolet,cruze,2012.0,sedan,0.0,jet black,641.0,diesel,4.0,auto,2,no,52312.0,4.0,9408.0
mitsubishi,outlander se,2017.0,jeep,1.0,sapphire blue,862.0,gas,4.0,auto,2,no,41681.0,8.0,21169.0
porsche,panamera,2015.0,sedan,1.0,charcoal,10530.0,hybrid,0.0,auto,3,no,0.0,12.0,26030.0
hyundai,h1,2011.0,minivan,1.0,jet black,862.0,diesel,4.0,auto,2.5,no,55248.0,4.0,18660.0
toyota,aqua,2017.0,hatchback,4.0,pearl white,382.0,hybrid,4.0,auto,1.5,no,181474.0,4.0,14831.0
bmw,x5,2012.0,jeep,0.0,jet black,919.0,diesel,6.0,auto,3,no,70994.0,0.0,31047.0
volkswagen,passat,2017.0,sedan,5.0,sapphire blue,10924.0,gas,4.0,auto,1.8,no,67120.0,12.0,10349.0
toyota,aqua,2015.0,hatchback,3.0,other,308.0,hybrid,4.0,auto,1.5,no,143876.0,4.0,9198.0
hyundai,tucson,2010.0,jeep,2.0,other,836.0,diesel,4.0,auto,2,no,171344.0,4.0,22947.0
toyota,camry.,2012.0,sedan,6.0,pearl white,781.0,hybrid,4.0,auto,2.5,no,156518.0,12.0,3607.0
toyota,highlander,2012.0,jeep,3.0,other,11058.0,gas,6.0,auto,3.5,no,285186.0,12.0,9565.0
hyundai,elantra,2014.0,sedan,2.0,other,9416.0,gas,4.0,auto,1.8,no,0.0,12.0,1254.0
chevrolet,cruze,2014.0,sedan,7.0,crimson,738.0,gas,4.0,auto,1.4,no,77174.0,0.0,15681.0
hyundai,elantra,2018.0,sedan,2.0,charcoal,880.0,gas,4.0,auto,1.6,no,71551.0,4.0,36401.0
mercedes-benz,e 350.,2013.0,sedan,0.0,jet black,1055.0,gas,0.0,auto,0,no,150.0,12.0,42337.0
mercedes-benz,vaneo,2004.0,universal,1.0,metallic,2065.0,gas,14.0,auto,1.9,no,170000.0,4.0,7840.0
mazda,axela,2015.0,hatchback,0.0,other,1552.0,gas,4.0,auto,0,no,39000.0,6.0,15000.0
mercedes-benz,clk 200,2000.0,coupe,1.0,jet black,2065.0,gas,4.0,auto,2,no,226000.0,4.0,7213.0
mitsubishi,pajero,2001.0,jeep,7.0,metallic,862.0,gas,0.0,auto,0,no,149.0,4.0,10036.0
hyundai,sonata,2015.0,sedan,5.0,other,765.0,gas,4.0,auto,2,no,595426.0,4.0,9252.0
hyundai,sonata,2013.0,sedan,1.0,charcoal,10751.0,gas,0.0,auto,2.4,no,124.0,6.0,16308.0
ssangyong,rexton,2009.0,jeep,1.0,metallic,1273.0,diesel,4.0,auto,2.7,no,116092.0,4.0,30238.0
mercedes-benz,ml 320,2000.0,jeep,2.0,metallic,2065.0,gas,6.0,auto,0,no,234603.0,4.0,9408.0
mercedes-benz,gle 350,2010.0,jeep,3.0,sapphire blue,1292.0,gas,16.0,auto,3,no,86189.0,12.0,41397.0
hyundai,sonata,2010.0,sedan,1.0,other,891.0,gas,0.0,auto,2,no,287.0,4.0,18817.0
mercedes-benz,e 320,2003.0,sedan,4.0,other,2065.0,gas,6.0,auto,3.2,no,0.0,8.0,11917.0
toyota,camry,2014.0,sedan,2.0,other,777.0,gas,4.0,auto,2.5,no,12000.0,6.0,18189.0
toyota,prius,2011.0,hatchback,3.0,other,442.0,hybrid,0.0,auto,1.8,no,19.0,12.0,8781.0
toyota,venza,2013.0,jeep,4.0,pearl white,834.0,gas,4.0,auto,2.7,no,186349.0,12.0,3450.0
hyundai,veloster,2012.0,sedan,0.0,other,531.0,gas,4.0,auto,1.6,no,130000.0,12.0,14113.0
ford,escape,2009.0,jeep,4.0,jet black,1185.0,hybrid,4.0,auto,2.5,no,143000.0,12.0,8958.0
ford,mustang,2011.0,coupe,0.0,sapphire blue,1242.0,gas,8.0,manual,0,no,129600.0,4.0,17249.0
toyota,camry,2013.0,sedan,2.0,other,779.0,hybrid,4.0,auto,2.5,no,90000.0,12.0,17562.0
nissan,serena,2002.0,minivan,4.0,jet black,1662.0,gas,4.0,auto,2,no,175000.0,2.0,8781.0
hyundai,sonata.,2013.0,sedan,3.0,pearl white,640.0,gas,14.0,auto,0,no,31381.0,4.0,15367.0
opel,vectra,1995.0,hatchback,1.0,emerald green,1596.0,gas,0.0,manual,1.8,no,245.0,2.0,3763.0
chrysler,town and country.,2010.0,other,3.0,pearl white,1324.0,gas,6.0,auto,3.3,no,612685.0,12.0,3607.0
hyundai,tucson.,2012.0,jeep,4.0,metallic,642.0,diesel,4.0,auto,0,no,119310.0,4.0,21103.0
kia,picanto,2016.0,sedan,7.0,jet black,488.0,gas,4.0,manual,1,no,41370.0,4.0,18189.0
honda,fit,2013.0,hatchback,5.0,metallic,447.0,gas,4.0,auto,1.3,no,52320.0,4.0,17264.0
hyundai,sonata,2015.0,sedan,2.0,pearl white,765.0,gas,4.0,auto,0,no,311337.0,4.0,10976.0
lexus,rx 450,2016.0,jeep,5.0,charcoal,690.0,hybrid,6.0,auto,3.5,no,0.0,12.0,34811.0
kia,optima hybrid,2013.0,sedan,0.0,gold,751.0,hybrid,4.0,auto,2.4,no,112000.0,8.0,19444.0
toyota,camry,2014.0,sedan,4.0,other,2048.0,hybrid,0.0,auto,2.4,no,248.0,6.0,18503.0
ford,explorer,2014.0,jeep,7.0,jet black,1053.0,gas,0.0,auto,0,no,148.0,12.0,5802.0
kia,optima,2014.0,sedan,1.0,metallic,638.0,gas,4.0,auto,2,no,44768.0,4.0,16935.0
mercedes-benz,vito.,2008.0,minivan,3.0,metallic,1548.0,diesel,4.0,auto,2.2,yes,269000.0,2.0,26657.0
ford,transit connect,2004.0,goods wagon,2.0,pearl white,4999.0,diesel,4.0,manual,1.8,no,235000.0,4.0,7840.0
hyundai,elantra.,2011.0,sedan,4.0,metallic,583.0,gas,0.0,auto,1.6,no,132.0,4.0,19416.0
toyota,prius c,2012.0,hatchback,4.0,sapphire blue,502.0,hybrid,4.0,auto,1.5,no,142000.0,8.0,12544.0
mercedes-benz,e 320,2004.0,sedan,1.0,metallic,2065.0,gas,6.0,auto,3.2,no,130000.0,8.0,16308.0
mercedes-benz,b 180,2011.0,universal,3.0,jet black,1590.0,gas,4.0,auto,0,no,117000.0,6.0,9500.0
other,325,2002.0,coupe,4.0,other,1632.0,gas,6.0,auto,2.5,no,205000.0,6.0,16268.0
toyota,prius,2008.0,hatchback,4.0,gold,843.0,hybrid,14.0,auto,1.5,no,178000.0,12.0,10976.0
hyundai,i30,2010.0,hatchback,2.0,other,687.0,gas,4.0,auto,1.6,no,157730.0,4.0,10986.0
subaru,xv,2013.0,sedan,3.0,charcoal,640.0,gas,4.0,auto,2,no,333208.0,0.0,11509.0
nissan,sentra.,2016.0,sedan,1.0,charcoal,10810.0,gas,4.0,auto,1.8,no,52126.0,12.0,5645.0
fiat,seicento fiat 600,1998.0,sedan,2.0,emerald green,943.0,gas,4.0,auto,0.9,no,151000.0,0.0,4547.0
honda,civic,2016.0,sedan,2.0,other,891.0,gas,4.0,auto,2,no,78222.0,12.0,5645.0
hyundai,sonata,2012.0,sedan,5.0,metallic,642.0,gas,4.0,auto,2.0,yes,82000.0,9.0,20385.0
toyota,highlander,2014.0,sedan,1.0,jet black,517.0,hybrid,6.0,auto,3.5,no,166560.0,12.0,39201.0
toyota,camry,2014.0,sedan,3.0,other,9223.0,gas,4.0,auto,2.5,no,103123.0,12.0,16099.0
ford,transit.,2003.0,microbus,4.0,sapphire blue,1677.0,diesel,4.0,manual,2.0,yes,190000.0,2.0,8154.0
hyundai,h1,2014.0,minivan,4.0,other,777.0,diesel,4.0,auto,2.5,no,183731.0,4.0,26528.0
lexus,ct 200h.,2013.0,hatchback,2.0,ruby red,585.0,hybrid,4.0,auto,1.8,no,125000.0,12.0,23521.0
hyundai,santa fe,2016.0,jeep,1.0,sapphire blue,1672.0,diesel,4.0,auto,2,no,123178.0,4.0,41055.0
toyota,prius,2011.0,hatchback,5.0,gold,645.0,hybrid,4.0,auto,1.8,no,103000.0,0.0,13328.0
hyundai,santa fe,2011.0,jeep,1.0,other,707.0,diesel,0.0,auto,2,no,151.0,4.0,27889.0
other,golf gti,1994.0,hatchback,0.0,other,1632.0,gas,4.0,auto,2,no,126000.0,0.0,5645.0
hyundai,elantra.,2015.0,sedan,5.0,gold,697.0,gas,4.0,auto,1.8,no,37000.0,10.0,19444.0
lexus,gx 470,2009.0,jeep,3.0,other,2151.0,gas,8.0,auto,4.7,no,264339.0,0.0,30734.0
nissan,march.,1999.0,hatchback,6.0,jet black,419.0,gas,4.0,auto,1.3,no,212000.0,2.0,7840.0
hyundai,sonata,2016.0,sedan,3.0,other,9109.0,gas,4.0,auto,2,no,577053.0,4.0,13172.0
toyota,camry,2008.0,sedan,2.0,jet black,394.0,hybrid,4.0,auto,2.5,no,398069.0,12.0,1098.0
mercedes-benz,vito,2007.0,goods wagon,1.0,pearl white,1288.0,diesel,6.0,auto,2.0,yes,180000.0,4.0,15681.0
toyota,aqua,2012.0,hatchback,6.0,other,503.0,gas,4.0,auto,1.5,no,157000.0,4.0,16869.0
mercedes-benz,e 36 amg,2001.0,sedan,2.0,jet black,2065.0,gas,4.0,auto,2.0,yes,230000.0,12.0,10036.0
hyundai,elantra,2015.0,sedan,2.0,other,629.0,gas,4.0,auto,0,no,37509.0,4.0,15336.0
honda,civic,2016.0,sedan,3.0,jet black,2557.0,gas,4.0,auto,0,no,154000.0,6.0,14740.0
bmw,320,1998.0,universal,3.0,other,1685.0,gas,0.0,auto,2,no,0.0,4.0,7840.0
